ID,ID2,Item title,Final URL,Image URL,Item subtitle,Item description,Item category,Price,Sale price,Contextual keywords,Item address,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID,Formatted price,Formatted sale price
33613,,2020 Dodge Challenger,https://www.4guys.co.nz/vehicle-details?id=3905880,https://dataapi.autoplay.co.nz/image.ashx?id=95618797&w=500&h=375&l=true,"16,582 km",2020 Dodge Challenger R/T Scatpack Widebody Auto 6.4L V8 (485hp) Shaker Coupe,Coupe,119800.00 NZD,,Dodge; Challenger; 2020; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Dodge;{_model}=Challenger;{_year}=2020,,,,,,
33612,,2019 Renault Koleos,https://www.4guys.co.nz/vehicle-details?id=3905885,https://dataapi.autoplay.co.nz/image.ashx?id=95406995&w=500&h=375&l=true,"67,405 km",2019 Renault Koleos Zen 2.5L 2Wd Auto 5 Door (NZ New),RV/SUV,26800.00 NZD,,Renault; Koleos; 2019; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Renault;{_model}=Koleos;{_year}=2019,,,,,,
33614,,2020 Toyota Corolla,https://www.4guys.co.nz/vehicle-details?id=3905886,https://dataapi.autoplay.co.nz/image.ashx?id=95619460&w=500&h=375&l=true,"39,522 km",2020 Toyota Corolla Wxb Touring Auto 1.8L 5 Door,Hatchback,29800.00 NZD,,Toyota; Corolla; 2020; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Corolla;{_year}=2020,,,,,,
33616,,2022 Ford Everest,https://www.4guys.co.nz/vehicle-details?id=3907144,https://dataapi.autoplay.co.nz/image.ashx?id=95960415&w=500&h=375&l=true,"60,120 km",2022 Ford Everest Sport 7Sts Auto (10Spd) 2.0L Twin Turbo Diesel 4Wd,RV/SUV,49800.00 NZD,,Ford; Everest; 2022; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Everest;{_year}=2022,,,,,,
33624,,2020 Dodge Charger,https://www.4guys.co.nz/vehicle-details?id=3912842,https://dataapi.autoplay.co.nz/image.ashx?id=96260899&w=500&h=375&l=true,"39,701 km",2020 Dodge Charger R/T Scat Pack Widebody Auto 6.4L V8 (485hp) Sedan,Sedan,99800.00 NZD,,Dodge; Charger; 2020; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Dodge;{_model}=Charger;{_year}=2020,,,,,,
33627,,2018 Dodge Challenger,https://www.4guys.co.nz/vehicle-details?id=3912843,https://dataapi.autoplay.co.nz/image.ashx?id=95757370&w=500&h=375&l=true,"20,485 km",2018 Dodge Challenger Hellcat Widebody Auto 6.2L V8 (707Hp) Coupe,Coupe,144800.00 NZD,,Dodge; Challenger; 2018; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Dodge;{_model}=Challenger;{_year}=2018,,,,,,
33630,,2019 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3912854,https://dataapi.autoplay.co.nz/image.ashx?id=96324201&w=500&h=375&l=true,"127,592 km",2019 Ford Ranger Xlt D/Cab 2Wd (NZ New) Auto 3.2L Turbo Diesel,Utility,30800.00 NZD,,Ford; Ranger; 2019; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2019,,,,,,
33634,,2020 Dodge Challenger,https://www.4guys.co.nz/vehicle-details?id=3912912,https://dataapi.autoplay.co.nz/image.ashx?id=95757017&w=500&h=375&l=true,"9,619 km",2020 Dodge Challenger Hellcat Redeye (797Hp) Auto 6.2L V8 Supercharged Coupe,Coupe,179800.00 NZD,,Dodge; Challenger; 2020; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Dodge;{_model}=Challenger;{_year}=2020,,,,,,
33635,,2017 Mitsubishi Lancer,https://www.4guys.co.nz/vehicle-details?id=3914363,https://dataapi.autoplay.co.nz/image.ashx?id=97071692&w=500&h=375&l=true,"102,140 km",2017 Mitsubishi Lancer Gsr 2.0L (NZ New) Auto Sedan (Facelift),Sedan,16800.00 NZD,,Mitsubishi; Lancer; 2017; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Lancer;{_year}=2017,,,,,,
33636,,2019 Mazda Bt-50,https://www.4guys.co.nz/vehicle-details?id=3914364,https://dataapi.autoplay.co.nz/image.ashx?id=95960814&w=500&h=375&l=true,"54,000 km",2019 Mazda Bt-50 Gsx Double Cab 2Wd Auto 3.2L Turbo Diesel (NZ New),Utility,34800.00 NZD,,Mazda; BT-50; 2019; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=BT-50;{_year}=2019,,,,,,
33639,,2023 Mazda Cx-8,https://www.4guys.co.nz/vehicle-details?id=3916301,https://dataapi.autoplay.co.nz/image.ashx?id=96921737&w=500&h=375&l=true,"7,432 km",2023 Mazda Cx-8 25S Exclusive Mode Auto 2.5L 7 Seater,RV/SUV,46800.00 NZD,,Mazda; CX-8; 2023; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=CX-8;{_year}=2023,,,,,,
33640,,2021 Mazda Cx-8,https://www.4guys.co.nz/vehicle-details?id=3918253,https://dataapi.autoplay.co.nz/image.ashx?id=96921064&w=500&h=375&l=true,"28,952 km",2021 Mazda Cx-8 25S Black Tone Edition Auto 2.5L 5 Door 7 Seater 2Wd,RV/SUV,39800.00 NZD,,Mazda; CX-8; 2021; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=CX-8;{_year}=2021,,,,,,
33642,,2024 Mg 5,https://www.4guys.co.nz/vehicle-details?id=3918254,https://dataapi.autoplay.co.nz/image.ashx?id=96323900&w=500&h=375&l=true,"41,405 km",2024 Mg 5 Zs Excite 1.5L Auto Door 2Wd (NZ New),RV/SUV,23800.00 NZD,,MG; 5; 2024; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=MG;{_model}=5;{_year}=2024,,,,,,
33648,,2012 Toyota 86,https://www.4guys.co.nz/vehicle-details?id=3923875,https://dataapi.autoplay.co.nz/image.ashx?id=96539627&w=500&h=375&l=true,"77,965 km",2012 Toyota 86 Gt Coupe Auto 2.0L,Coupe,21800.00 NZD,,Toyota; 86; 2012; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=86;{_year}=2012,,,,,,
33657,,2015 Toyota Aqua,https://www.4guys.co.nz/vehicle-details?id=3923879,https://dataapi.autoplay.co.nz/image.ashx?id=97573770&w=500&h=375&l=true,"58,583 km",2015 Toyota Aqua X-Urban Hybrid Auto 1.5L 5 Door 2Wd,Hatchback,17800.00 NZD,,Toyota; Aqua; 2015; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Aqua;{_year}=2015,,,,,,
33664,,2018 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3927206,https://dataapi.autoplay.co.nz/image.ashx?id=96539339&w=500&h=375&l=true,"105,470 km",2018 Ford Ranger Xlt D/Cab 2Wd (NZ New) Auto 3.2L Turbo Diesel,Utility,29800.00 NZD,,Ford; Ranger; 2018; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2018,,,,,,
33666,,2017 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3927207,https://dataapi.autoplay.co.nz/image.ashx?id=96714798&w=500&h=375&l=true,"117,100 km",2017 Ford Ranger Xlt D/Cab 2Wd (NZ New) Auto 3.2L Turbo Diesel,Utility,27800.00 NZD,,Ford; Ranger; 2017; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2017,,,,,,
33669,,2021 Hyundai Palisade,https://www.4guys.co.nz/vehicle-details?id=3927954,https://dataapi.autoplay.co.nz/image.ashx?id=96135171&w=500&h=375&l=true,"62,260 km",2021 Hyundai Palisade Elite 8 Seater Auto 2.2L Turbo Diesel 4Wd (NZ New),RV/SUV,54800.00 NZD,,Hyundai; Palisade; 2021; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Hyundai;{_model}=Palisade;{_year}=2021,,,,,,
33672,,2022 Mitsubishi Triton,https://www.4guys.co.nz/vehicle-details?id=3927957,https://dataapi.autoplay.co.nz/image.ashx?id=96878809&w=500&h=375&l=true,"112,845 km",2022 Mitsubishi Triton Glxr D/Cab 2Wd Auto 2.4L Turbo Diesel,Utility,29800.00 NZD,,Mitsubishi; Triton; 2022; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Triton;{_year}=2022,,,,,,
33665,,2017 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3928539,https://dataapi.autoplay.co.nz/image.ashx?id=96324209&w=500&h=375&l=true,"137,422 km",2017 Ford Ranger Xlt 4X4 D/Cab Auto 3.2L Turbo Diesel (NZ New),Utility,31800.00 NZD,,Ford; Ranger; 2017; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2017,,,,,,
33656,,2008 Lexus Is F,https://www.4guys.co.nz/vehicle-details?id=3929739,https://dataapi.autoplay.co.nz/image.ashx?id=96715567&w=500&h=375&l=true,"107,456 km",2008 Lexus Is F 5.0L V8 Auto Sedan,Sedan,34800.00 NZD,,Lexus; IS F; 2008; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Lexus;{_model}=IS_F;{_year}=2008,,,,,,
33658,,2008 Lexus Is F,https://www.4guys.co.nz/vehicle-details?id=3930636,https://dataapi.autoplay.co.nz/image.ashx?id=96715517&w=500&h=375&l=true,"163,474 km",2008 Lexus Is F 5.0L V8 Auto Sedan,Sedan,27950.00 NZD,,Lexus; IS F; 2008; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Lexus;{_model}=IS_F;{_year}=2008,,,,,,
33676,,2024 Subaru Brz,https://www.4guys.co.nz/vehicle-details?id=3930722,https://dataapi.autoplay.co.nz/image.ashx?id=97307975&w=500&h=375&l=true,"7,140 km",2024 Subaru Brz S Sti Aero Coupe Auto 2.4L,Coupe,49800.00 NZD,,Subaru; BRZ; 2024; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Subaru;{_model}=BRZ;{_year}=2024,,,,,,
33678,,2020 Toyota Commuter,https://www.4guys.co.nz/vehicle-details?id=3930723,https://dataapi.autoplay.co.nz/image.ashx?id=96077752&w=500&h=375&l=true,"3,745 km",2020 Toyota Commuter Hiace Gl Super Long 14 Seater Auto 2.7L 4 Door 2Wd,Van,59800.00 NZD,,Toyota; Commuter; 2020; Van,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Commuter;{_year}=2020,,,,,,
33699,,2020 Ford Mustang,https://www.4guys.co.nz/vehicle-details?id=3935912,https://dataapi.autoplay.co.nz/image.ashx?id=96323040&w=500&h=375&l=true,"18,982 km",2020 Ford Mustang Roush Stage 3 (NZ New) Auto Coupe 50L V8 S/C 700Hp (Rh Steer-NZ New),Coupe,79800.00 NZD,,Ford; Mustang; 2020; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Mustang;{_year}=2020,,,,,,
33689,,2016 Audi Sq7,https://www.4guys.co.nz/vehicle-details?id=3936702,https://dataapi.autoplay.co.nz/image.ashx?id=96538911&w=500&h=375&l=true,"142,853 km",2016 Audi Sq7 4.0L V8 Bi Tdi (320Kw) 7 Seater Auto 5 Door Twin Turbo Awd (NZ New),RV/SUV,46800.00 NZD,,Audi; SQ7; 2016; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=SQ7;{_year}=2016,,,,,,
33691,,2015 Subaru Levorg,https://www.4guys.co.nz/vehicle-details?id=3936756,https://dataapi.autoplay.co.nz/image.ashx?id=97113081&w=500&h=375&l=true,"162,158 km",2015 Subaru Levorg 1.6L Turbo Awd Auto 5 Door,Station Wagon,14800.00 NZD,,Subaru; Levorg; 2015; Station Wagon,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Subaru;{_model}=Levorg;{_year}=2015,,,,,,
33700,,2021 Mazda 3,https://www.4guys.co.nz/vehicle-details?id=3937793,https://dataapi.autoplay.co.nz/image.ashx?id=96540963&w=500&h=375&l=true,"70,042 km",2021 Mazda 3 Gsx Hatchback (NZ New) Auto 2.0L 5 Door (Facelift),Hatchback,21800.00 NZD,,Mazda; 3; 2021; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=3;{_year}=2021,,,,,,
33703,,2020 Bmw X5,https://www.4guys.co.nz/vehicle-details?id=3938076,https://dataapi.autoplay.co.nz/image.ashx?id=96296090&w=500&h=375&l=true,"68,984 km",2020 Bmw X5 X Drive 50i M Sport Auto 4.4L V8 Twin Turbo 4Wd 5 Door,Station Wagon,49800.00 NZD,,BMW; X5; 2020; Station Wagon,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=BMW;{_model}=X5;{_year}=2020,,,,,,
33705,,2019 Nissan Navara,https://www.4guys.co.nz/vehicle-details?id=3938221,https://dataapi.autoplay.co.nz/image.ashx?id=97112708&w=500&h=375&l=true,"151,679 km",2019 Nissan Navara St D/Cab 2Wd (NZ New) 5Spd Manual 2.3L Turbo Diesel,Utility,20800.00 NZD,,Nissan; Navara; 2019; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=Navara;{_year}=2019,,,,,,
33707,,2020 Nissan Navara,https://www.4guys.co.nz/vehicle-details?id=3940257,https://dataapi.autoplay.co.nz/image.ashx?id=96714697&w=500&h=375&l=true,"106,915 km",2020 Nissan Navara St-X D/ Cab 2Wd Auto 2.3L Turbo Diesel (NZ New),Utility,29800.00 NZD,,Nissan; Navara; 2020; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=Navara;{_year}=2020,,,,,,
33711,,2022 Renault Koleos,https://www.4guys.co.nz/vehicle-details?id=3940381,https://dataapi.autoplay.co.nz/image.ashx?id=96715159&w=500&h=375&l=true,"120,885 km",2022 Renault Koleos Zen Sport 2.5L Auto 5 Door (NZ New),RV/SUV,23800.00 NZD,,Renault; Koleos; 2022; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Renault;{_model}=Koleos;{_year}=2022,,,,,,
33716,,2019 Mazda 3,https://www.4guys.co.nz/vehicle-details?id=3941895,https://dataapi.autoplay.co.nz/image.ashx?id=96393839&w=500&h=375&l=true,"21,734 km",2019 Mazda 3 20S L Pkg Hatch Back Auto 2.0L 5 Door,Hatchback,30800.00 NZD,,Mazda; 3; 2019; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=3;{_year}=2019,,,,,,
33719,,2024 Nissan Navara,https://www.4guys.co.nz/vehicle-details?id=3943276,https://dataapi.autoplay.co.nz/image.ashx?id=96538553&w=500&h=375&l=true,"39,266 km",2024 Nissan Navara Pro-4X 4Wd D/Cab Auto 2.3L Turbo Diesel (NZ New),Utility,51800.00 NZD,,Nissan; Navara; 2024; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=Navara;{_year}=2024,,,,,,
33723,,2018 Audi Sq7,https://www.4guys.co.nz/vehicle-details?id=3943515,https://dataapi.autoplay.co.nz/image.ashx?id=96541038&w=500&h=375&l=true,"75,206 km",2018 Audi Sq7 4.0L V8 Bi Tdi (320Kw) 7 Seater Auto 5 Door Twin Turbo V8 Diesel 4Wd,RV/SUV,69800.00 NZD,,Audi; SQ7; 2018; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=SQ7;{_year}=2018,,,,,,
33725,,2021 Mitsubishi Triton,https://www.4guys.co.nz/vehicle-details?id=3944519,https://dataapi.autoplay.co.nz/image.ashx?id=97113332&w=500&h=375&l=true,"65,395 km",2021 Mitsubishi Triton Glxr D/Cab 2Wd Auto 2.4L Turbo Diesel (NZ New),Utility,29800.00 NZD,,Mitsubishi; Triton; 2021; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mitsubishi;{_model}=Triton;{_year}=2021,,,,,,
33726,,2020 Toyota Hilux,https://www.4guys.co.nz/vehicle-details?id=3944520,https://dataapi.autoplay.co.nz/image.ashx?id=97308250&w=500&h=375&l=true,"121,895 km",2020 Toyota Hilux Sr D/Cab 2Wd Auto 2.8L Turbo Diesel (NZ New),Utility,33800.00 NZD,,Toyota; Hilux; 2020; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Hilux;{_year}=2020,,,,,,
33632,,2018 Holden Captiva,https://www.4guys.co.nz/vehicle-details?id=3946056,https://dataapi.autoplay.co.nz/image.ashx?id=96879008&w=500&h=375&l=true,"213,000 km",2018 Holden Captiva Ls Equipe 7 Seater 2Wd 2.4L Auto Suv,RV/SUV,9800.00 NZD,,Holden; Captiva; 2018; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Captiva;{_year}=2018,,,,,,
33729,,2020 Mazda 3,https://www.4guys.co.nz/vehicle-details?id=3946058,https://dataapi.autoplay.co.nz/image.ashx?id=96571639&w=500&h=375&l=true,"16,714 km",2020 Mazda 3 20S Proactive Touring Selection Auto 2.0L 5 Door Hatch Back,Hatchback,32800.00 NZD,,Mazda; 3; 2020; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=3;{_year}=2020,,,,,,
33731,,2021 Mazda 3,https://www.4guys.co.nz/vehicle-details?id=3948295,https://dataapi.autoplay.co.nz/image.ashx?id=96604113&w=500&h=375&l=true,"40,115 km",2021 Mazda 3 20S Proactive Touring Selection Auto 2.0L 5 Door Hatch Back,Hatchback,29800.00 NZD,,Mazda; 3; 2021; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=3;{_year}=2021,,,,,,
33734,,2019 Toyota Corolla,https://www.4guys.co.nz/vehicle-details?id=3951314,https://dataapi.autoplay.co.nz/image.ashx?id=96920511&w=500&h=375&l=true,"50,105 km",2019 Toyota Corolla Zr Hybrid (NZ New) Auto 1.8L 5 Door Hatch Back,Hatchback,29800.00 NZD,,Toyota; Corolla; 2019; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=Corolla;{_year}=2019,,,,,,
33737,,2011 Volkswagen Golf R,https://www.4guys.co.nz/vehicle-details?id=3951315,https://dataapi.autoplay.co.nz/image.ashx?id=96920823&w=500&h=375&l=true,"87,795 km",2011 Volkswagen Golf R (199Kw) Auto (Dsg) 2.0L Turbo Awd (NZ New),Hatchback,22800.00 NZD,,Volkswagen; Golf R; 2011; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Volkswagen;{_model}=Golf_R;{_year}=2011,,,,,,
33738,,2017 Holden Colorado,https://www.4guys.co.nz/vehicle-details?id=3954107,https://dataapi.autoplay.co.nz/image.ashx?id=97573244&w=500&h=375&l=true,"154,450 km",2017 Holden Colorado Ltz D/Cab 4X2 (NZ New) Auto 2.8L Turbo Diesel 2Wd,Utility,24800.00 NZD,,Holden; Colorado; 2017; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Colorado;{_year}=2017,,,,,,
33708,,2021 Dodge Challenger,https://www.4guys.co.nz/vehicle-details?id=3954400,https://dataapi.autoplay.co.nz/image.ashx?id=96714975&w=500&h=375&l=true,"11,425 km",2021 Dodge Challenger Hellcat Redeye (797Hp) Auto 6.2L Supercharged Coupe,Coupe,184800.00 NZD,,Dodge; Challenger; 2021; Coupe,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Dodge;{_model}=Challenger;{_year}=2021,,,,,,
33745,,2016 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3956663,https://dataapi.autoplay.co.nz/image.ashx?id=97113415&w=500&h=375&l=true,"158,314 km",2016 Ford Ranger Xlt D/Cab 2Wd (NZ New) 6Spd Manual 3.2L Turbo Diesel,Utility,28950.00 NZD,,Ford; Ranger; 2016; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2016,,,,,,
33747,,2018 Holden Captiva,https://www.4guys.co.nz/vehicle-details?id=3957352,https://dataapi.autoplay.co.nz/image.ashx?id=97113735&w=500&h=375&l=true,"103,220 km",2018 Holden Captiva Ltz 2.2D Awd 7 Seater Auto 2.2L Turbo Diesel (NZ New),RV/SUV,15800.00 NZD,,Holden; Captiva; 2018; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Captiva;{_year}=2018,,,,,,
33742,,2020 Great Wall Steed,https://www.4guys.co.nz/vehicle-details?id=3958439,https://dataapi.autoplay.co.nz/image.ashx?id=96922108&w=500&h=375&l=true,"31,165 km",2020 Great Wall Steed 2.4L D/Cab 2Wd 5Spd Manual (NZ New),Utility,19800.00 NZD,,Great Wall; Steed; 2020; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Great_Wall;{_model}=Steed;{_year}=2020,,,,,,
33750,,2018 Mini Countryman,https://www.4guys.co.nz/vehicle-details?id=3958442,https://dataapi.autoplay.co.nz/image.ashx?id=96922172&w=500&h=375&l=true,"57,780 km",2018 Mini Countryman Jcw 4Wd 2.0L Auto 2.0L Turbo 5 Door,Hatchback,32800.00 NZD,,MINI; Countryman; 2018; Hatchback,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=MINI;{_model}=Countryman;{_year}=2018,,,,,,
33754,,2020 Nissan X-Trail,https://www.4guys.co.nz/vehicle-details?id=3960538,https://dataapi.autoplay.co.nz/image.ashx?id=96950035&w=500&h=375&l=true,"59,100 km",2020 Nissan X-Trail St-L 7 Seater 2.5L Auto 5 Door 2Wd (NZ New),RV/SUV,26800.00 NZD,,Nissan; X-Trail; 2020; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=X-Trail;{_year}=2020,,,,,,
33755,,2007 Holden Commodore,https://www.4guys.co.nz/vehicle-details?id=3961943,https://dataapi.autoplay.co.nz/image.ashx?id=97572802&w=500&h=375&l=true,"189,000 km",2007 Holden Commodore Vz Sv6 Utility Auto 3.6L S/Cab Canopy,Utility,14800.00 NZD,,Holden; Commodore; 2007; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Commodore;{_year}=2007,,,,,,
33757,,2016 Mazda Axela,https://www.4guys.co.nz/vehicle-details?id=3962109,https://dataapi.autoplay.co.nz/image.ashx?id=97112552&w=500&h=375&l=true,"79,480 km",2016 Mazda Axela 1.6L Sedan (Facelift) 6Spd Manual,Sedan,15800.00 NZD,,Mazda; Axela; 2016; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Mazda;{_model}=Axela;{_year}=2016,,,,,,
33759,,2022 Audi Rs4,https://www.4guys.co.nz/vehicle-details?id=3964187,https://dataapi.autoplay.co.nz/image.ashx?id=97113875&w=500&h=375&l=true,"45,634 km",2022 Audi Rs4 Avant 450Hp Auto 2.9L Twin Turbo (NZ New),Station Wagon,109800.00 NZD,,Audi; RS4; 2022; Station Wagon,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Audi;{_model}=RS4;{_year}=2022,,,,,,
33756,,2014 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3965528,https://dataapi.autoplay.co.nz/image.ashx?id=97572937&w=500&h=375&l=true,"245,750 km",2014 Ford Ranger Xl D/Cab 2Wd (NZ New) Auto 3.2L Turbo Diesel,Utility,16800.00 NZD,,Ford; Ranger; 2014; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2014,,,,,,
33761,,2017 Nissan X-Trail,https://www.4guys.co.nz/vehicle-details?id=3965529,https://dataapi.autoplay.co.nz/image.ashx?id=97081870&w=500&h=375&l=true,"78,756 km",2017 Nissan X-Trail 20X 4Wd Auto 2.0L 5 Door,RV/SUV,18800.00 NZD,,Nissan; X-Trail; 2017; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Nissan;{_model}=X-Trail;{_year}=2017,,,,,,
33762,,2019 Ldv T60,https://www.4guys.co.nz/vehicle-details?id=3965530,https://dataapi.autoplay.co.nz/image.ashx?id=97573396&w=500&h=375&l=true,"84,438 km",2019 Ldv T60 Luxury 4Wd D/Cab Auto 2.8L Turbo Diesel,Utility,26800.00 NZD,,LDV; T60; 2019; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=LDV;{_model}=T60;{_year}=2019,,,,,,
33767,,2023 Toyota Rav4,https://www.4guys.co.nz/vehicle-details?id=3965532,https://dataapi.autoplay.co.nz/image.ashx?id=97308039&w=500&h=375&l=true,"45,264 km",2023 Toyota Rav4 2.5L Limited Hybrid (NZ New) Auto 5 Door 4Wd,RV/SUV,54800.00 NZD,,Toyota; RAV4; 2023; RV/SUV,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Toyota;{_model}=RAV4;{_year}=2023,,,,,,
33770,,2020 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3965948,https://dataapi.autoplay.co.nz/image.ashx?id=97308106&w=500&h=375&l=true,"103,300 km",2020 Ford Ranger Xlt D/Cab 2Wd (NZ New) Auto 3.2L Turbo Diesel,Utility,30800.00 NZD,,Ford; Ranger; 2020; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2020,,,,,,
33772,,2021 Ford Ranger,https://www.4guys.co.nz/vehicle-details?id=3966793,https://dataapi.autoplay.co.nz/image.ashx?id=97114648&w=500&h=375&l=true,"127,480 km",2021 Ford Ranger Wildtrak 3.2L 4X4 Auto 3.2L Turbo Diesel (NZ New),Utility,39800.00 NZD,,Ford; Ranger; 2021; Utility,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Ford;{_model}=Ranger;{_year}=2021,,,,,,
33773,,2007 Holden Commodore,https://www.4guys.co.nz/vehicle-details?id=3967772,https://dataapi.autoplay.co.nz/image.ashx?id=97181836&w=500&h=375&l=true,"226,825 km",2007 Holden Commodore Ss-V 6.0L Auto V8 Sedan,Sedan,23850.00 NZD,,Holden; Commodore; 2007; Sedan,"20 Arthur Porter Drive, Hamilton, 3200, New Zealand",,{_make}=Holden;{_model}=Commodore;{_year}=2007,,,,,,
